,winner,loser,court,Type,set1.1,set1.2,set2.1,set2.2,set3.1,set3.2
1217,Noah Rubin,Bradley Klahn,Outdoor,Clay,6,2,3,6,7,6
1218,Bradley Klahn,Renzo Olivo,Outdoor,Clay,4,6,7,5,4,0
1219,Benjamin Becker,Guido Andreozzi,Outdoor,Clay,6,0,7,5,0,0
1220,Teymuraz Gabashvili,Peter Polansky,Outdoor,Clay,6,2,7,6,0,0
1221,Denis Kudla,Brian Baker,Outdoor,Clay,2,3,(,R,0,0
1222,Leonardo Mayer,Tim Smyczek,Outdoor,Clay,3,6,6,4,7,6
1223,Noah Rubin,Ruben Ramirez Hidalgo,Outdoor,Clay,7,6,7,5,0,0
1224,Maximo Gonzalez,Dennis Novikov,Outdoor,Clay,6,4,7,6,0,0
1225,Tennys Sandgren,Steven Diez,Outdoor,Clay,6,3,6,3,0,0
1226,Borna Coric,Philipp Kohlschreiber,Outdoor,Clay,5,7,7,6,7,5
1227,Philipp Kohlschreiber,Benoit Paire,Outdoor,Clay,6,2,6,2,0,0
1228,Borna Coric,Jiri Vesely,Outdoor,Clay,6,4,6,4,0,0
1229,Borna Coric,Albert Ramos-Vinolas,Outdoor,Clay,4,6,6,4,6,4
1230,Philipp Kohlschreiber,Jan-Lennard Struff,Outdoor,Clay,3,6,7,5,6,3
1231,Jiri Vesely,Paolo Lorenzi,Outdoor,Clay,3,6,6,3,7,6
1232,Benoit Paire,Tommy Robredo,Outdoor,Clay,6,2,6,4,0,0
1233,Tommy Robredo,Grigor Dimitrov,Outdoor,Clay,6,4,1,6,6,1
1234,Albert Ramos-Vinolas,Laslo Djere,Outdoor,Clay,6,7,6,1,6,4
1235,Philipp Kohlschreiber,Jeremy Chardy,Outdoor,Clay,6,0,2,6,6,3
1236,Jiri Vesely,Mischa Zverev,Outdoor,Clay,6,4,6,4,0,0
1237,Paolo Lorenzi,Gianluigi Quinzi,Outdoor,Clay,7,6,2,6,6,4
1238,Benoit Paire,Radu Albot,Outdoor,Clay,6,2,6,2,0,0
1239,Borna Coric,Reda El Amrani,Outdoor,Clay,6,2,3,6,7,6
1240,Jan-Lennard Struff,Amine Ahouda,Outdoor,Clay,6,3,6,4,0,0
1241,Paolo Lorenzi,Guillermo Garcia-Lopez,Outdoor,Clay,7,6,7,5,0,0
1242,Benoit Paire,Carlos Berlocq,Outdoor,Clay,6,7,6,3,6,2
1243,Borna Coric,Diego Schwartzman,Outdoor,Clay,6,3,6,2,0,0
1244,Amine Ahouda,Marcel Granollers,Outdoor,Clay,6,4,6,4,0,0
1245,Radu Albot,Nicolas Almagro,Outdoor,Clay,7,6,6,3,0,0
1246,Jeremy Chardy,Malek Jaziri,Outdoor,Clay,6,2,4,6,6,3
1247,Laslo Djere,Martin Klizan,Outdoor,Clay,7,6,6,3,0,0
1248,Reda El Amrani,Federico Delbonis,Outdoor,Clay,7,6,1,0,(,R
1249,Gianluigi Quinzi,Paul-Henri Mathieu,Outdoor,Clay,7,6,6,3,0,0
1250,Tommy Robredo,Sergiy Stakhovsky,Outdoor,Clay,6,4,6,4,0,0
1251,Jan-Lennard Struff,Taro Daniel,Outdoor,Clay,4,6,6,3,6,1
1252,Jiri Vesely,Luca Vanni,Outdoor,Clay,6,2,6,3,0,0
1253,Taro Daniel,Luca Vanni,Outdoor,Clay,7,6,7,6,0,0
1254,Sergiy Stakhovsky,Alexander Bublik,Outdoor,Clay,7,5,6,0,0,0
1255,Gianluigi Quinzi,Duckhee Lee,Outdoor,Clay,6,2,6,3,0,0
1256,Laslo Djere,Alexander Ward,Outdoor,Clay,6,4,6,2,0,0
1257,Taro Daniel,Taha Tifnouti,Outdoor,Clay,6,0,6,1,0,0
1258,Gianluigi Quinzi,Evgeny Donskoy,Outdoor,Clay,7,6,3,6,6,3
1259,Laslo Djere,Marius Copil,Outdoor,Clay,6,1,(,R,0,0
1260,Sergiy Stakhovsky,Ayoub Chakrouni,Outdoor,Clay,6,0,6,2,0,0
1261,Alexander Ward,Andrey Rublev,Outdoor,Clay,7,6,6,4,0,0
1262,Alexander Bublik,Roberto Carballes Baena,Outdoor,Clay,6,4,6,4,0,0
1263,Luca Vanni,Inigo Cervantes,Outdoor,Clay,6,7,7,5,7,5
1264,Duckhee Lee,Alexander Zhurbin,Outdoor,Clay,6,3,6,1,0,0
1265,Rafael Nadal,Albert Ramos-Vinolas,Outdoor,Clay,6,1,6,3,0,0
1266,Rafael Nadal,David Goffin,Outdoor,Clay,6,3,6,1,0,0
1267,Albert Ramos-Vinolas,Lucas Pouille,Outdoor,Clay,6,3,5,7,6,1
1268,David Goffin,Novak Djokovic,Outdoor,Clay,6,2,3,6,7,5
1269,Rafael Nadal,Diego Schwartzman,Outdoor,Clay,6,4,6,4,0,0
1270,Albert Ramos-Vinolas,Marin Cilic,Outdoor,Clay,6,2,6,7,6,2
1271,Lucas Pouille,Pablo Cuevas,Outdoor,Clay,6,0,3,6,7,5
1272,Albert Ramos-Vinolas,Andy Murray,Outdoor,Clay,2,6,6,2,7,5
1273,Novak Djokovic,Pablo Carreno Busta,Outdoor,Clay,6,2,4,6,6,4
1274,Pablo Cuevas,Stan Wawrinka,Outdoor,Clay,6,4,6,4,0,0
1275,Rafael Nadal,Alexander Zverev,Outdoor,Clay,6,1,6,1,0,0
1276,Marin Cilic,Tomas Berdych,Outdoor,Clay,6,2,7,6,0,0
1277,David Goffin,Dominic Thiem,Outdoor,Clay,7,6,4,6,6,3
1278,Lucas Pouille,Adrian Mannarino,Outdoor,Clay,3,0,(,R,0,0
1279,Diego Schwartzman,Jan-Lennard Struff,Outdoor,Clay,6,3,6,0,0,0
1280,Andy Murray,Gilles Muller,Outdoor,Clay,7,5,7,5,0,0
1281,Novak Djokovic,Gilles Simon,Outdoor,Clay,6,3,3,6,7,5
1282,Stan Wawrinka,Jiri Vesely,Outdoor,Clay,6,2,4,6,6,2
1283,Rafael Nadal,Kyle Edmund,Outdoor,Clay,6,0,5,7,6,3
1284,Marin Cilic,Jeremy Chardy,Outdoor,Clay,6,3,6,0,0,0
1285,Dominic Thiem,Robin Haase,Outdoor,Clay,6,3,6,2,0,0
1286,Adrian Mannarino,Jo-Wilfried Tsonga,Outdoor,Clay,6,7,6,2,6,3
1287,Jan-Lennard Struff,Grigor Dimitrov,Outdoor,Clay,4,6,6,3,6,2
1288,Tomas Berdych,Tommy Haas,Outdoor,Clay,3,6,6,1,6,4
1289,David Goffin,Nicolas Almagro,Outdoor,Clay,7,5,6,1,0,0
1290,Lucas Pouille,Paolo Lorenzi,Outdoor,Clay,6,2,6,4,0,0
1291,Diego Schwartzman,Roberto Bautista Agut,Outdoor,Clay,6,3,7,6,0,0
1292,Pablo Carreno Busta,Karen Khachanov,Outdoor,Clay,6,4,6,4,0,0
1293,Alexander Zverev,Feliciano Lopez,Outdoor,Clay,6,0,6,4,0,0
1294,Albert Ramos-Vinolas,Carlos Berlocq,Outdoor,Clay,6,2,6,2,0,0
1295,Pablo Cuevas,Joao Sousa,Outdoor,Clay,6,3,6,3,0,0
1296,Tomas Berdych,Andrey Kuznetsov,Outdoor,Clay,4,6,6,3,6,4
1297,David Goffin,Steve Darcis,Outdoor,Clay,6,2,6,1,0,0
1298,Lucas Pouille,Ryan Harrison,Outdoor,Clay,6,2,6,4,0,0
1299,Roberto Bautista Agut,Nikoloz Basilashvili,Outdoor,Clay,1,6,6,3,7,5
1300,Pablo Carreno Busta,Fabio Fognini,Outdoor,Clay,7,6,6,7,6,3
1301,Alexander Zverev,Andreas Seppi,Outdoor,Clay,6,1,6,2,0,0
1302,Albert Ramos-Vinolas,Renzo Olivo,Outdoor,Clay,6,2,6,3,0,0
1303,Pablo Cuevas,Viktor Troicki,Outdoor,Clay,6,3,6,0,0,0
1304,Nicolas Almagro,Martin Klizan,Outdoor,Clay,4,6,6,3,6,1
1305,Carlos Berlocq,Pierre-Hugues Herbert,Outdoor,Clay,3,6,6,2,6,1
1306,Jeremy Chardy,Borna Coric,Outdoor,Clay,7,6,3,6,6,3
1307,Kyle Edmund,Daniel Evans,Outdoor,Clay,7,5,6,1,0,0
1308,Tommy Haas,Benoit Paire,Outdoor,Clay,6,2,6,3,0,0
1309,Robin Haase,Damir Dzumhur,Outdoor,Clay,6,3,6,2,0,0
1310,Karen Khachanov,Nicolas Mahut,Outdoor,Clay,6,2,6,4,0,0
1311,Feliciano Lopez,Daniil Medvedev,Outdoor,Clay,7,6,7,5,0,0
1312,Paolo Lorenzi,Marcel Granollers,Outdoor,Clay,6,2,6,4,0,0
1313,Adrian Mannarino,Guillermo Garcia-Lopez,Outdoor,Clay,1,6,6,3,6,4
1314,Gilles Muller,Tommy Robredo,Outdoor,Clay,6,2,6,2,0,0
1315,Diego Schwartzman,Bernard Tomic,Outdoor,Clay,6,1,7,6,0,0
1316,Gilles Simon,Malek Jaziri,Outdoor,Clay,6,2,6,2,0,0
1317,Joao Sousa,Florian Mayer,Outdoor,Clay,6,3,6,2,0,0
1318,Jan-Lennard Struff,Casper Ruud,Outdoor,Clay,6,4,6,4,0,0
1319,Jiri Vesely,Mischa Zverev,Outdoor,Clay,7,6,6,3,0,0
1320,Adrian Mannarino,Yuichi Sugita,Outdoor,Clay,6,3,6,4,0,0
1321,Jan-Lennard Struff,Pierre-Hugues Herbert,Outdoor,Clay,6,3,6,2,0,0
1322,Martin Klizan,Sergiy Stakhovsky,Outdoor,Clay,6,4,6,1,0,0
1323,Carlos Berlocq,Roberto Carballes Baena,Outdoor,Clay,6,2,6,3,0,0
1324,Guillermo Garcia-Lopez,Damir Dzumhur,Outdoor,Clay,6,0,4,6,7,5
1325,Andrey Kuznetsov,Mikhail Youzhny,Outdoor,Clay,3,6,7,6,7,6
1326,Renzo Olivo,Simone Bolelli,Outdoor,Clay,6,4,6,7,6,2
1327,Adrian Mannarino,Lucas Catarina,Outdoor,Clay,6,1,6,1,0,0
1328,Jan-Lennard Struff,Paul-Henri Mathieu,Outdoor,Clay,4,6,6,2,7,6
1329,Martin Klizan,Evgeny Donskoy,Outdoor,Clay,4,6,7,6,6,2
1330,Carlos Berlocq,Andrey Rublev,Outdoor,Clay,6,2,6,3,0,0
1331,Damir Dzumhur,Alessandro Giannessi,Outdoor,Clay,6,3,7,5,0,0
1332,Andrey Kuznetsov,Julien Benneteau,Outdoor,Clay,6,1,6,3,0,0
1333,Simone Bolelli,Mikhail Kukushkin,Outdoor,Clay,6,3,6,2,0,0
1334,Pierre-Hugues Herbert,Marius Copil,Outdoor,Clay,6,3,3,6,6,0
1335,Roberto Carballes Baena,Radu Albot,Outdoor,Clay,6,3,6,3,0,0
1336,Sergiy Stakhovsky,Dusan Lajovic,Outdoor,Clay,7,6,3,6,6,3
1337,Mikhail Youzhny,Taro Daniel,Outdoor,Clay,6,3,1,6,7,6
1338,Renzo Olivo,Jozef Kovalik,Outdoor,Clay,1,6,6,3,6,2
1339,Yuichi Sugita,Hugo Nys,Outdoor,Clay,7,5,3,6,6,1
1340,Guillermo Garcia-Lopez,Florent Diep,Outdoor,Clay,6,3,6,2,0,0
1341,Rafael Nadal,Dominic Thiem,Outdoor,Clay,6,4,6,1,0,0
1342,Dominic Thiem,Andy Murray,Outdoor,Clay,6,2,3,6,6,4
1343,Rafael Nadal,Horacio Zeballos,Outdoor,Clay,6,3,6,4,0,0
1344,Andy Murray,Albert Ramos-Vinolas,Outdoor,Clay,2,6,6,4,7,6
1345,Rafael Nadal,Hyeon Chung,Outdoor,Clay,7,6,6,2,0,0
1346,Dominic Thiem,Yuichi Sugita,Outdoor,Clay,6,1,6,2,0,0
1347,Horacio Zeballos,Karen Khachanov,Outdoor,Clay,6,4,6,1,0,0
1348,Andy Murray,Feliciano Lopez,Outdoor,Clay,6,4,6,4,0,0
1349,Rafael Nadal,Kevin Anderson,Outdoor,Clay,6,3,6,4,0,0
1350,Dominic Thiem,Daniel Evans,Outdoor,Clay,7,6,6,2,0,0
1351,Karen Khachanov,David Goffin,Outdoor,Clay,6,7,6,3,6,4
1352,Albert Ramos-Vinolas,Roberto Bautista Agut,Outdoor,Clay,6,2,3,6,6,4
1353,Yuichi Sugita,Pablo Carreno Busta,Outdoor,Clay,6,3,6,3,0,0
1354,Hyeon Chung,Alexander Zverev,Outdoor,Clay,6,1,6,4,0,0
1355,Horacio Zeballos,Benoit Paire,Outdoor,Clay,6,4,3,6,7,6
1356,Andy Murray,Bernard Tomic,Outdoor,Clay,(,W,0,0,0,0
1357,Rafael Nadal,Rogerio Dutra Silva,Outdoor,Clay,6,1,6,2,0,0
1358,Dominic Thiem,Kyle Edmund,Outdoor,Clay,6,1,6,4,0,0
1359,David Goffin,Nikoloz Basilashvili,Outdoor,Clay,7,5,6,0,0,0
1360,Roberto Bautista Agut,Jan-Lennard Struff,Outdoor,Clay,6,1,6,3,0,0
1361,Pablo Carreno Busta,Andreas Seppi,Outdoor,Clay,6,4,6,2,0,0
1362,Alexander Zverev,Nicolas Almagro,Outdoor,Clay,7,6,4,6,6,4
1363,Yuichi Sugita,Richard Gasquet,Outdoor,Clay,4,6,6,3,7,6
1364,Albert Ramos-Vinolas,Casper Ruud,Outdoor,Clay,7,6,6,4,0,0
1365,Karen Khachanov,Pablo Cuevas,Outdoor,Clay,7,6,7,6,0,0
1366,Hyeon Chung,Philipp Kohlschreiber,Outdoor,Clay,6,3,6,4,0,0
1367,Kevin Anderson,David Ferrer,Outdoor,Clay,6,3,6,4,0,0
1368,Daniel Evans,Mischa Zverev,Outdoor,Clay,6,4,6,4,0,0
1369,Horacio Zeballos,Joao Sousa,Outdoor,Clay,7,6,7,5,0,0
1370,Feliciano Lopez,Albert Montanes,Outdoor,Clay,6,2,6,2,0,0
1371,Benoit Paire,Marcel Granollers,Outdoor,Clay,6,3,7,6,0,0
1372,Nicolas Almagro,Steven Diez,Outdoor,Clay,6,3,6,4,0,0
1373,Kevin Anderson,Carlos Berlocq,Outdoor,Clay,2,6,7,6,6,3
1374,Nikoloz Basilashvili,Taro Daniel,Outdoor,Clay,6,3,6,1,0,0
1375,Hyeon Chung,Denis Istomin,Outdoor,Clay,6,4,6,4,0,0
1376,Rogerio Dutra Silva,Renzo Olivo,Outdoor,Clay,6,1,6,1,0,0
1377,Kyle Edmund,Jeremy Chardy,Outdoor,Clay,6,3,6,4,0,0
1378,Daniel Evans,Thiago Monteiro,Outdoor,Clay,6,7,6,2,7,6
1379,Marcel Granollers,Malek Jaziri,Outdoor,Clay,7,6,6,3,0,0
1380,Karen Khachanov,Thomaz Bellucci,Outdoor,Clay,6,3,6,4,0,0
1381,Albert Montanes,Guillermo Garcia-Lopez,Outdoor,Clay,6,4,6,4,0,0
1382,Casper Ruud,Radu Albot,Outdoor,Clay,6,2,6,2,0,0
1383,Andreas Seppi,Mikael Ymer,Outdoor,Clay,6,4,6,3,0,0
1384,Jan-Lennard Struff,Pierre-Hugues Herbert,Outdoor,Clay,7,5,6,3,0,0
1385,Yuichi Sugita,Tommy Robredo,Outdoor,Clay,6,4,6,3,0,0
1386,Bernard Tomic,Dustin Brown,Outdoor,Clay,7,5,4,6,6,2
1387,Horacio Zeballos,Santiago Giraldo,Outdoor,Clay,6,2,6,3,0,0
1388,Thiago Monteiro,Jordi Samper-Montana,Outdoor,Clay,6,1,6,7,6,1
1389,Steven Diez,Yuichi Sugita,Outdoor,Clay,6,4,7,6,0,0
1390,Hyeon Chung,Guido Pella,Outdoor,Clay,6,2,6,4,0,0
1391,Santiago Giraldo,Alejandro Davidovich Fokina,Outdoor,Clay,5,7,6,3,6,2
1392,Taro Daniel,Daniel Brands,Outdoor,Clay,6,2,6,4,0,0
1393,Casper Ruud,Daniel Masur,Outdoor,Clay,6,0,6,2,0,0
1394,Thiago Monteiro,Lukas Rosol,Outdoor,Clay,6,3,6,7,6,3
1395,Yuichi Sugita,Nicola Kuhn,Outdoor,Clay,7,6,6,2,0,0
1396,Hyeon Chung,Ernests Gulbis,Outdoor,Clay,7,6,6,2,0,0
1397,Santiago Giraldo,Enrique Lopez-Perez,Outdoor,Clay,2,6,7,6,6,3
1398,Taro Daniel,Jaume Munar,Outdoor,Clay,6,2,6,1,0,0
1399,Daniel Masur,Andrey Rublev,Outdoor,Clay,7,6,3,6,6,3
1400,Alejandro Davidovich Fokina,Roberto Carballes Baena,Outdoor,Clay,3,6,6,2,6,2
1401,Casper Ruud,Oriol Roca Batalla,Outdoor,Clay,6,4,6,1,0,0
1402,Daniel Brands,Inigo Cervantes,Outdoor,Clay,6,4,3,6,6,1
1403,Jordi Samper-Montana,Kenny De Schepper,Outdoor,Clay,4,5,(,R,0,0
1404,Guido Pella,Marco Trungelliti,Outdoor,Clay,6,3,6,3,0,0
1405,Steven Diez,Uladzimir Ignatik,Outdoor,Clay,7,6,6,4,0,0
1406,Lucas Pouille,Aljaz Bedene,Outdoor,Clay,6,3,6,1,0,0
1407,Lucas Pouille,Paolo Lorenzi,Outdoor,Clay,6,2,7,5,0,0
1408,Aljaz Bedene,Laslo Djere,Outdoor,Clay,6,2,6,4,0,0
1409,Lucas Pouille,Martin Klizan,Outdoor,Clay,6,4,6,3,0,0
1410,Aljaz Bedene,Ivo Karlovic,Outdoor,Clay,6,4,6,3,0,0
1411,Laslo Djere,Fernando Verdasco,Outdoor,Clay,2,6,7,6,6,2
1412,Paolo Lorenzi,Andrey Kuznetsov,Outdoor,Clay,6,4,6,4,0,0
1413,Lucas Pouille,Jiri Vesely,Outdoor,Clay,6,3,4,6,7,6
1414,Ivo Karlovic,Damir Dzumhur,Outdoor,Clay,6,1,3,6,6,4
1415,Andrey Kuznetsov,Fabio Fognini,Outdoor,Clay,6,3,3,6,7,6
1416,Fernando Verdasco,Marton Fucsovics,Outdoor,Clay,7,6,6,3,0,0
1417,Paolo Lorenzi,Sergiy Stakhovsky,Outdoor,Clay,6,4,3,6,6,3
1418,Laslo Djere,Viktor Troicki,Outdoor,Clay,7,5,6,2,0,0
1419,Aljaz Bedene,Robin Haase,Outdoor,Clay,6,4,6,4,0,0
1420,Martin Klizan,Bjorn Fratangelo,Outdoor,Clay,6,3,6,2,0,0
1421,Bjorn Fratangelo,Gilles Simon,Outdoor,Clay,6,4,6,1,0,0
1422,Paolo Lorenzi,Mikhail Kukushkin,Outdoor,Clay,6,4,7,5,0,0
1423,Viktor Troicki,Evgeny Donskoy,Outdoor,Clay,6,1,6,2,0,0
1424,Robin Haase,Diego Schwartzman,Outdoor,Clay,6,1,6,3,0,0
1425,Aljaz Bedene,Marius Copil,Outdoor,Clay,7,5,6,2,0,0
1426,Laslo Djere,Daniil Medvedev,Outdoor,Clay,6,0,5,5,(,R
1427,Damir Dzumhur,Steve Darcis,Outdoor,Clay,3,6,6,2,6,2
1428,Marton Fucsovics,Mikhail Youzhny,Outdoor,Clay,6,2,6,2,0,0
1429,Martin Klizan,Maximilian Marterer,Outdoor,Clay,6,2,6,3,0,0
1430,Andrey Kuznetsov,Ryan Harrison,Outdoor,Clay,7,6,6,3,0,0
1431,Sergiy Stakhovsky,Florian Mayer,Outdoor,Clay,6,4,3,0,(,R
1432,Jiri Vesely,Borna Coric,Outdoor,Clay,7,6,6,4,0,0
1433,Aljaz Bedene,Marius Copil,Outdoor,Clay,6,3,6,7,6,1
1434,Laslo Djere,Evgeny Donskoy,Outdoor,Clay,6,4,6,7,6,2
1435,Maximilian Marterer,Sergiy Stakhovsky,Outdoor,Clay,7,6,6,3,0,0
1436,Bjorn Fratangelo,Attila Balazs,Outdoor,Clay,6,3,5,7,6,4
1437,Aljaz Bedene,Federico Gaio,Outdoor,Clay,6,4,6,2,0,0
1438,Attila Balazs,Dusan Lajovic,Outdoor,Clay,6,1,1,6,6,4
1439,Evgeny Donskoy,Aldin Setkic,Outdoor,Clay,6,4,7,6,0,0
1440,Sergiy Stakhovsky,Zsombor Piros,Outdoor,Clay,6,2,6,4,0,0
1441,Laslo Djere,Norbert Gombos,Outdoor,Clay,4,6,6,4,7,5
1442,Marius Copil,Sam Groth,Outdoor,Clay,4,6,6,4,6,2
1443,Bjorn Fratangelo,Tobias Kamke,Outdoor,Clay,6,1,6,3,0,0
1444,Maximilian Marterer,Mirza Basic,Outdoor,Clay,6,2,6,2,0,0
1445,Pablo Carreno Busta,Gilles Muller,Outdoor,Clay,6,2,7,6,0,0
1446,Pablo Carreno Busta,David Ferrer,Outdoor,Clay,6,3,6,3,0,0
1447,Gilles Muller,Kevin Anderson,Outdoor,Clay,7,5,6,4,0,0
1448,Pablo Carreno Busta,Nicolas Almagro,Outdoor,Clay,6,2,6,4,0,0
1449,Kevin Anderson,Richard Gasquet,Outdoor,Clay,6,2,3,6,7,6
1450,Gilles Muller,Taro Daniel,Outdoor,Clay,5,7,6,2,6,3
1451,David Ferrer,Ryan Harrison,Outdoor,Clay,6,4,6,0,0,0
1452,Pablo Carreno Busta,Tommy Robredo,Outdoor,Clay,7,6,7,5,0,0
1453,Richard Gasquet,Carlos Berlocq,Outdoor,Clay,6,1,6,4,0,0
1454,Gilles Muller,Pedro Sousa,Outdoor,Clay,6,3,6,2,0,0
1455,David Ferrer,Frederico Ferreira Silva,Outdoor,Clay,6,3,6,4,0,0
1456,Ryan Harrison,Juan Martin del Potro,Outdoor,Clay,(,W,0,0,0,0
1457,Nicolas Almagro,Gastao Elias,Outdoor,Clay,6,1,6,2,0,0
1458,Kevin Anderson,Joao Domingues,Outdoor,Clay,5,7,6,3,7,5
1459,Taro Daniel,Bjorn Fratangelo,Outdoor,Clay,6,4,6,4,0,0
1460,Juan Martin del Potro,Yuichi Sugita,Outdoor,Clay,6,1,6,3,0,0
1461,Bjorn Fratangelo,Joao Sousa,Outdoor,Clay,6,3,6,4,0,0
1462,Joao Domingues,Kyle Edmund,Outdoor,Clay,6,4,3,6,7,6
1463,Nicolas Almagro,Benoit Paire,Outdoor,Clay,6,3,6,2,0,0
1464,Kevin Anderson,Salvatore Caruso,Outdoor,Clay,6,2,6,3,0,0
1465,Carlos Berlocq,Elias Ymer,Outdoor,Clay,7,5,6,4,0,0
1466,Taro Daniel,Renzo Olivo,Outdoor,Clay,7,6,4,6,7,5
1467,Gastao Elias,Malek Jaziri,Outdoor,Clay,6,4,3,6,6,3
1468,Frederico Ferreira Silva,Denis Istomin,Outdoor,Clay,6,2,6,2,0,0
1469,Ryan Harrison,Guillermo Garcia-Lopez,Outdoor,Clay,6,3,2,6,6,2
1470,Tommy Robredo,Evgeny Donskoy,Outdoor,Clay,6,3,6,2,0,0
1471,Pedro Sousa,Paul-Henri Mathieu,Outdoor,Clay,3,6,6,4,(,R
1472,Elias Ymer,Ernesto Escobedo,Outdoor,Clay,6,1,6,4,0,0
1473,Bjorn Fratangelo,Andrey Rublev,Outdoor,Clay,7,5,6,3,0,0
1474,Salvatore Caruso,Kenny De Schepper,Outdoor,Clay,6,3,7,6,0,0
1475,Joao Domingues,Goncalo Oliveira,Outdoor,Clay,6,4,6,2,0,0
1476,Ernesto Escobedo,Nicolas Jarry,Outdoor,Clay,6,7,6,4,6,4
1477,Andrey Rublev,Sam Groth,Outdoor,Clay,6,2,7,6,0,0
1478,Goncalo Oliveira,Inigo Cervantes,Outdoor,Clay,6,1,6,3,0,0
1479,Kenny De Schepper,Tristan Lamasine,Outdoor,Clay,7,6,6,2,0,0
1480,Bjorn Fratangelo,Enrique Lopez-Perez,Outdoor,Clay,3,6,7,6,6,4
1481,Salvatore Caruso,Federico Gaio,Outdoor,Clay,6,1,6,2,0,0
1482,Joao Domingues,Ernests Gulbis,Outdoor,Clay,6,1,(,R,0,0
1483,Elias Ymer,Joao Monteiro,Outdoor,Clay,7,5,6,7,6,4
1484,Marin Cilic,Milos Raonic,Outdoor,Clay,7,6,6,3,0,0
1485,Milos Raonic,Viktor Troicki,Outdoor,Clay,6,2,6,3,0,0
1486,Marin Cilic,Diego Schwartzman,Outdoor,Clay,6,1,7,6,0,0
1487,Milos Raonic,Bernard Tomic,Outdoor,Clay,7,6,7,6,0,0
1488,Marin Cilic,Steve Darcis,Outdoor,Clay,6,1,6,1,0,0
1489,Diego Schwartzman,Dusan Lajovic,Outdoor,Clay,7,5,6,2,0,0
1490,Viktor Troicki,Laslo Djere,Outdoor,Clay,6,2,2,3,(,R
1491,Milos Raonic,Aljaz Bedene,Outdoor,Clay,6,7,6,3,7,6
1492,Marin Cilic,Damir Dzumhur,Outdoor,Clay,6,3,6,2,0,0
1493,Diego Schwartzman,Jordan Thompson,Outdoor,Clay,6,1,6,3,0,0
1494,Laslo Djere,Paolo Lorenzi,Outdoor,Clay,6,4,6,3,0,0
1495,Viktor Troicki,Karen Khachanov,Outdoor,Clay,6,4,7,6,0,0
1496,Bernard Tomic,Rogerio Dutra Silva,Outdoor,Clay,7,5,6,3,0,0
1497,Steve Darcis,Jiri Vesely,Outdoor,Clay,6,2,6,1,0,0
1498,Dusan Lajovic,Mikhail Youzhny,Outdoor,Clay,3,6,6,0,6,3
1499,Viktor Troicki,Marcos Baghdatis,Outdoor,Clay,7,5,6,4,0,0
1500,Bernard Tomic,Mohamed Safwat,Outdoor,Clay,5,7,7,5,6,3
1501,Dusan Lajovic,Borna Coric,Outdoor,Clay,6,3,6,7,7,5
1502,Steve Darcis,Dudi Sela,Outdoor,Clay,7,5,6,4,0,0
1503,Aljaz Bedene,Marton Fucsovics,Outdoor,Clay,7,6,4,6,6,4
1504,Laslo Djere,Daniel Brands,Outdoor,Clay,6,3,6,4,0,0
1505,Rogerio Dutra Silva,Riccardo Bellotti,Outdoor,Clay,3,6,7,6,6,0
1506,Damir Dzumhur,Stefanos Tsitsipas,Outdoor,Clay,6,4,7,5,0,0
1507,Karen Khachanov,Nikoloz Basilashvili,Outdoor,Clay,6,3,6,7,6,1
1508,Jordan Thompson,Adrian Menendez-Maceiras,Outdoor,Clay,6,7,6,0,6,0
1509,Jiri Vesely,Marcel Granollers,Outdoor,Clay,7,5,2,6,6,4
1510,Mikhail Youzhny,Cem Ilkel,Outdoor,Clay,3,6,6,3,6,3
1511,Adrian Menendez-Maceiras,Mohamed Safwat,Outdoor,Clay,6,1,6,2,0,0
1512,Riccardo Bellotti,Laurynas Grigelis,Outdoor,Clay,6,2,6,1,0,0
1513,Stefanos Tsitsipas,Alexey Vatutin,Outdoor,Clay,6,2,7,6,0,0
1514,Daniel Brands,Miomir Kecmanovic,Outdoor,Clay,6,4,6,4,0,0
1515,Laurynas Grigelis,Tobias Kamke,Outdoor,Clay,5,7,7,5,6,1
1516,Miomir Kecmanovic,Mirza Basic,Outdoor,Clay,6,2,6,1,0,0
1517,Adrian Menendez-Maceiras,Marc Sieber,Outdoor,Clay,7,5,6,4,0,0
1518,Alexey Vatutin,Steven Diez,Outdoor,Clay,7,6,7,6,0,0
1519,Mohamed Safwat,Altug Celikbilek,Outdoor,Clay,6,4,6,2,0,0
1520,Riccardo Bellotti,Andres Molteni,Outdoor,Clay,6,3,6,1,0,0
1521,Stefanos Tsitsipas,Alex de Minaur,Outdoor,Clay,6,4,6,2,0,0
1522,Daniel Brands,Pere Riba,Outdoor,Clay,6,7,7,6,6,4
1523,Alexander Zverev,Guido Pella,Outdoor,Clay,6,4,6,3,0,0
1524,Alexander Zverev,Roberto Bautista Agut,Outdoor,Clay,7,5,7,5,0,0
1525,Guido Pella,Hyeon Chung,Outdoor,Clay,4,6,7,5,6,4
1526,Roberto Bautista Agut,Yannick Hanfmann,Outdoor,Clay,6,3,6,3,0,0
1527,Alexander Zverev,Jan-Lennard Struff,Outdoor,Clay,3,6,7,6,7,6
1528,Hyeon Chung,Martin Klizan,Outdoor,Clay,6,4,3,6,6,2
1529,Guido Pella,Horacio Zeballos,Outdoor,Clay,6,3,6,7,7,6
1530,Hyeon Chung,Gael Monfils,Outdoor,Clay,6,2,6,4,0,0
